chromosome	Start	End	strand	LTB4	GENE ID
5	43495073	43496454	-	6.052521426	EEF1A1P19
5	43486701	43515145	-	16.5867019	C5orf34
5	43376645	43412391	-	31.25354144	CCL28
5	43289395	43313512	-	971.7323236	HMGCS1
5	43192071	43280850	+	4.976010571	NIM1K
5	43065176	43192021	+	593.0368442	ZNF131
5	43039081	43043170	-	77.12816385	ANXA2R
5	43014414	43067419	-	123.6904265	AC025171.1
5	42756801	42802360	+	1.694389405	CCDC152
5	42465400	42468868	-	0	SERBP1P6
5	42423777	42721878	+	0	GHR
5	41967139	41968366	-	0	MTHFD2P6
5	41925254	41941743	+	34.8019982	FBXO4
5	41904188	41921636	+	1183.267939	C5orf51
5	41870030	41872241	+	0	OXCT1-AS1
5	41730065	41870519	-	78.78683404	OXCT1
5	41306954	41510628	-	0	PLCXD3
5	41142234	41261438	-	0	C6
5	40998017	41071342	-	0	MROH2B
5	40911067	40911128	-	0	RNU7-161P
5	40909252	40982939	+	0	C7
5	40841184	40860175	+	414.1094241	CARD6
5	40832656	40832735	-	0	SNORD72
5	40825262	40835335	-	6045.581396	RPL37
5	40759379	40798374	-	1473.788967	PRKAA1
5	40679498	40693735	+	1734.57155	PTGER4
5	40512333	40755975	-	137.2455418	TTC33
5	40269558	40269719	+	0	RNU1-150P
5	40240173	40267657	+	2.541584107	LINC00604
5	40066651	40067200	+	0	KRT18P56
5	39892138	40053324	+	0	LINC00603
5	39888576	39889059	-	0	GCSHP1
5	39718984	39721513	-	0	INTS6P1
5	39571478	39572639	-	0	CCDC11P1
5	39371675	39462300	-	60.3761596	DAB2
5	39284262	39424868	-	0	C9
5	39169210	39170335	-	15.13130356	GOLGA5P1
5	39022411	39022558	+	0	AIG1P1
5	38937919	39074408	-	4972.185708	RICTOR
5	38845858	38945596	+	709.1019659	OSMR
5	38710367	38845829	-	2.914185967	OSMR-AS1
5	38557502	38557561	-	0	MIR3650
5	38556786	38671216	+	0.71030776	LIFR-AS1
5	38474963	38608354	-	133.1554714	LIFR
5	38425036	38427376	-	0	EGFLAM-AS1
5	38399814	38403413	-	0	EGFLAM-AS2
5	38345347	38346551	-	0	EGFLAM-AS3
5	38282264	38290986	-	0	EGFLAM-AS4
5	38258409	38465021	+	1.694389405	EGFLAM
5	37812677	37839686	-	0	GDNF
5	37811589	37953827	+	0	GDNF-AS1
5	37700331	37700437	-	0	RNU6-484P
5	37619985	37620088	-	0	RNU6-1190P
5	37505688	37506857	-	0	KCTD9P5
5	37379212	37753435	+	166.8973564	WDR70
5	37327135	37327196	+	0	RNU7-75P
5	37288137	37371181	-	397.2515106	NUP155
5	37246173	37246479	-	0	RN7SL37P
5	37209364	37212381	+	0	OFD1P17
5	37130430	37130700	+	0	C8orf59P2
5	37085056	37085852	+	0	RPS4XP6
5	36885206	36886497	+	17.4851158	KRT18P31
5	36876759	37066413	+	8761.687612	NIPBL
5	36606355	36688334	+	109.2819737	SLC1A3
5	36485343	36485440	+	0	RNA5SP181
5	36248434	36302114	-	0.71030776	RANBP3L
5	36221055	36221902	+	4.146675476	NADK2-AS1
5	36192592	36242279	-	97.03220613	NADK2
5	36155119	36155222	+	0	RNU6-1305P
5	36151989	36184319	+	115.2775782	SKP2
5	36147892	36147988	-	0	MIR580
5	36098412	36151961	-	163.3707848	LMBRD2
5	36035017	36071358	-	0	UGT3A2
5	35951010	36001028	-	0	UGT3A1
5	35904295	35938779	-	0	CAPSL
5	35852695	35879603	+	3303.163568	IL7R
5	35632963	35633024	-	0	RNU7-130P
5	35617844	35814611	+	20.39930177	SPEF2
5	35048756	35230589	-	5.805345666	PRLR
5	34998101	35048135	-	0	AGXT2
5	34929559	34958964	+	393.4138927	DNAJC21
5	34915376	34925996	+	142.7951124	BRIX1
5	34905264	34918989	-	178.5493821	RAD1
5	34883057	34883520	+	0	RPL21P54
5	34838833	34899456	+	2.13092328	TTC23L
5	34656237	34832627	+	267.8752357	RAI14
5	34019448	34043832	-	3.026260713	C1QTNF3
5	33987174	34124528	-	0	C1QTNF3-AMACR
5	33986178	34008108	-	5.828371933	AMACR
5	33888056	33888162	-	0	RNU6-923P
5	33440696	33469539	+	1039.520555	TARS
5	32689070	32791724	+	14.92803171	NPR3
5	32531633	32604079	+	1614.459026	SUB1
5	32394378	32394475	-	0.71030776	MIR579
5	32354350	32444761	-	1512.707214	ZFR
5	32309662	32309768	+	0	RNU6-378P
5	32234766	32234875	-	0	RNU6-1079P
5	32226994	32313009	-	486.8197009	MTMR12
5	32124704	32174350	-	1937.326782	GOLPH3
5	31936102	31936159	-	0	MIR4279
5	31908361	31909186	+	0	TPT1P5
5	31847271	31848148	+	0	RPL5P14
5	31832439	31832535	+	0	RNU6-760P
5	31820564	31820638	-	0	RNU6-358P
5	31639410	32110931	+	16.64443392	PDZD2
5	31595565	31595669	-	0	RNU6-363P
5	31532266	31555058	+	205.7857285	C5orf22
5	31400497	31532196	-	379.7957195	DROSHA
5	31249879	31250987	+	0	DUX4L51
5	31193750	31329146	+	0	CDH6
5	31053565	31054153	+	0	RPL19P11
5	30248350	30248893	+	0	HPRT1P2
5	29948828	29949130	+	0	RN7SKP207
5	29600676	29600868	+	0	UBL5P1
5	29001760	29003357	+	0	SUCLG2P4
5	28926816	28927023	+	0.847194702	LSP1P3
5	28624657	28624763	+	0	RNU6-909P
5	27111569	27111674	+	0	RNU6-738P
5	26880600	27121150	-	0	CDH9
5	26739753	26741183	-	0	CCNB3P1
5	26012889	26013025	+	0	RNU4-43P
5	25909503	25911234	+	4.976010571	MSNP1
5	25701217	25701324	-	0	RNU6-374P
5	24786842	24787024	-	0	BTG4P1
5	24487100	24644978	-	0	CDH10
5	23951348	24178263	+	0	C5orf17
5	23443586	23528597	+	0	PRDM9
5	22580225	22580819	-	0	GCNT1P2
5	22142352	22152356	+	0	PMCHL1
5	21882585	21884310	+	0.847194702	HSPD1P1
5	21750673	22853622	-	0	CDH12
5	21341833	21589372	+	37.64631128	GUSBP1
5	19472951	20575873	-	0	CDH18
5	19233366	19234487	+	0	HSPD1P15
5	19041009	19041386	+	0	RPL32P14
5	18886622	18887095	-	0	UBE2V1P12
5	18547312	18547605	+	0	RN7SL58P
5	18049232	18049872	+	0	RPL36AP21
5	17353695	17354624	-	11.65674387	FTH1P10
5	17345616	17345955	+	0	RN7SKP133
5	17240611	17240715	+	0	RNU6-1003P
5	17202274	17203145	+	0	DCAF13P2
5	17156971	17157071	-	0	RNA5SP180
5	17065598	17276843	+	32194.87459	BASP1
5	16941843	16941951	-	0	RNU6-660P
5	16902294	16902641	-	0	RPS26P28
5	16853994	16854114	+	0	RNA5SP179
5	16661914	16936276	-	853.405521	MYO10
5	16451519	16465792	-	1221.04392	ZNF622
5	16192088	16192709	-	0	NACAP6
5	16033229	16033356	-	0	RNA5SP178
5	15935182	15935260	+	0	MIR887
5	15500196	15939795	+	0	FBXL7
5	15384220	15384853	+	0	MARK2P5
5	14960232	14961393	+	0	SEPHS2P1
5	14877667	14877919	-	0	HNRNPKP5
5	14874400	14874711	-	0	UQCRBP3
5	14825929	14826012	-	0	MIR4637
5	14797125	14798400	-	1.457092983	RBBP4P1
5	14704800	14871785	-	409.4431283	ANKH
5	14664664	14699711	+	785.6003826	OTULIN
5	14651941	14653329	-	4.97215432	EEF1A1P13
5	14639426	14641018	-	0	CCT6P2
5	14143702	14532128	+	1579.170925	TRIO
5	13690331	13944543	-	85.56666494	DNAH5
5	13553654	13553966	-	0	NENFP3
5	13250235	13250662	-	0	RPS23P5
5	12574857	12804363	+	0	LINC01194
5	12297399	12297504	-	0	RNU6-679P
5	11027200	11027307	+	0	RNU6-429P
5	10971840	11904043	-	1.42061552	CTNND2
5	10679230	10761272	-	4484.918376	DAP
5	10627260	10628225	-	1.457092983	ANKRD33B-AS1
5	10564330	10657816	+	591.6339694	ANKRD33B
5	10488820	10489142	+	0	RPL30P7
5	10479371	10482309	+	3.388778809	LINC01513
5	10478037	10478145	+	0	MIR6131
5	10441524	10472029	+	81.59720707	ROPN1L
5	10441290	10441792	-	0	ROPN1L-AS1
5	10275875	10308026	-	134.0525545	CMBL
5	10249921	10266412	+	2650.025029	CCT5
5	10226330	10249897	-	75.65651782	FAM173B
5	9760907	9761013	+	0	RNA5SP177
5	9628997	9712378	-	0	TAS2R1
5	9548836	9548905	+	0	SNORD123
5	9546200	9550609	+	0	SNHG18
5	9053816	9053895	-	0	MIR4636
5	9035026	9546075	-	5.805345666	SEMA5A
5	8618581	8619104	-	0	MTND6P2
5	8460925	8460999	+	0	MIR4458
5	8450743	8463095	+	10.19965088	MIR4458HG
5	7980146	7980304	+	0	RNU1-76P
5	7859159	7869037	-	58.45643446	FASTKD3
5	7851186	7906025	+	249.1629001	MTRR
5	7830378	7851490	-	0	C5orf49
5	7396208	7830081	+	0	ADCY2
5	7047227	7047336	+	0	RNA5SP176
5	6848127	6848462	-	0	RN7SKP79
5	6633343	6674386	+	329.3030142	SRD5A1
5	6599239	6633291	-	1593.326265	NSUN2
5	6582136	6588499	+	0.71030776	LINC01018
5	6448623	6494909	+	0	UBE2QL1
5	6371881	6378594	-	447.8865855	MED10
5	6289857	6290624	+	0	HMGB3P3
5	5420664	5490234	+	829.1954353	ICE1
5	5375723	5376836	-	0	ALG3P1
5	5140330	5320304	+	4.539391069	ADAMTS16
5	5132780	5140054	-	0	CTD-2297D10.2
5	5126046	5126337	+	0	RN7SKP73
5	5034359	5070004	+	0	LINC01020
5	3596054	3601403	+	0	IRX1
5	3496229	3504004	-	0	LINC01017
5	3417152	3536094	-	0	LINC01019
5	3177835	3181232	+	0	LINC01377
5	2752131	2755397	+	37.88441757	C5orf38
5	2745845	2751662	-	55.98582319	IRX2
5	2712591	2715237	+	0	LSINCT5
5	1887332	1900493	+	0	CTD-2194D22.4
5	1877413	1887236	-	0	IRX4
5	1801400	1816605	+	352.4674154	NDUFS6
5	1798386	1801366	-	146.7736446	MRPL36
5	1708785	1708868	-	0	MIR4277
5	1572222	1594620	-	39.34138927	SDHAP3
5	1510762	1510856	-	10.59191249	MIR6075
5	1456480	1523977	-	40777.34997	LPCAT1
5	1309310	1309377	-	0	MIR4457
5	1253147	1295069	-	1.457092983	TERT
5	1225355	1246189	+	0	SLC6A18
5	1201595	1225117	+	0	SLC6A19
5	1173141	1178605	-	0	CTD-3080P12.3
5	1062896	1062974	-	0.71030776	MIR4635
5	892643	919357	+	72.8587444	TRIP13
5	850291	892824	-	960.3700402	BRD9
5	816346	817001	+	0	SPCS2P3
5	795606	850986	-	44.90131923	ZDHHC11
5	767382	768930	-	0	BRD9P2
5	710360	766952	-	13.26936152	ZDHHC11B
5	659862	693395	-	49.54116143	TPPP
5	535840	535882	-	0	MIR4456
5	466124	473098	-	125.7244735	PP7080
5	443158	471937	+	6259.820284	EXOC3
5	441498	443160	-	24.05071776	EXOC3-AS1
5	304176	438291	+	220.0210405	AHRR
5	288833	290321	-	0	AC021087.1
5	271621	353856	+	1591.145538	PDCD6
5	218241	256700	+	742.989754	SDHA
5	196871	218215	-	152.826166	CCDC127
5	191511	195353	+	0	LRRC14B
5	92151	189972	+	1.65867019	PLEKHG4B
6	170745518	170745977	+	0	RPL23AP47
6	170651012	170651338	-	0	WBP1LP8
6	170639606	170640536	+	0	OR4F7P
6	170575295	170584692	-	497.215432	PDCD2
6	170554302	170572870	+	296.9019641	TBP
6	170535117	170553341	-	1578.224686	PSMB1
6	170330761	170330844	+	0	MIR4644
6	170282206	170306565	-	12.70792054	DLL1
6	170199769	170200258	+	0	RPL12P23
6	169790321	169802873	+	0	LINC00574
6	169788790	169799549	-	0.829335095	LINC00242
6	169703905	169725566	-	269.5622019	PHF10
6	169702190	169704856	+	295.7898756	C6orf120
6	169457212	169702067	-	99.4430864	WDR27
6	169296471	169297959	-	0	VTA1P1
6	169215780	169254044	-	0.71030776	THBS2
6	168441151	168673445	+	0.829335095	SMOC2
6	168292830	168319754	-	0	DACT2
6	168286905	168289350	-	0	CTAGE13P
6	168053166	168101511	-	0	FRMD1
6	167996241	168045089	+	12.10504285	KIF25
6	167992822	167997077	-	0	KIF25-AS1
6	167784537	167796859	-	0	LINC01558
6	167357031	167384510	-	0	TCP10
6	167325071	167359503	+	5.68246208	TTLL2
6	167271169	167316019	+	1.513130356	UNC93A
6	167156271	167158329	-	0	GPR31
6	167146414	167196913	+	0	TCP10L2
6	167111807	167139696	+	6.634680761	CCR6
6	166999182	167094789	+	74.64015856	FGFR1OP
6	166997807	166997912	-	4.146675476	MIR3939
6	166929504	166957191	-	3249.838878	RNASET2
6	166903698	166904835	+	1.65867019	RPS6KA2-AS1
6	166509354	166509433	-	0	MIR1913
6	166460663	166465383	-	6.634680761	RPS6KA2-IT1
6	166409364	166906451	-	725.6323057	RPS6KA2
6	166364919	166383013	-	481.5886613	MPC1
6	166334568	166335471	+	128.7735948	HNRNPA1P49
6	166319728	166342591	-	1658.390871	SFT2D1
6	166305300	166308448	-	1.457092983	PRR18
6	166240290	166240493	-	0	GNG5P1
6	166209403	166209506	+	0	RNU6-153P
6	166058505	166066028	+	0	GAPDHP72
6	165987551	165989615	+	0	LINC00602
6	165718235	165718338	-	0	RNU6-730P
6	165409562	165409676	+	0	RNA5SP226
6	165327287	165988078	-	0	PDE10A
6	165279664	165309607	-	0	C6orf118
6	163840561	163840852	+	0	RN7SL366P
6	163414000	163578596	+	10069.88252	QKI
6	163413065	163413960	-	39.34138927	CAHM
6	163309985	163324530	-	0	PACRG-AS1
6	162727132	163315492	+	0	PACRG
6	162568379	162569728	+	0	KRT8P44
6	161160105	161161982	-	18.15756428	AGPAT4-IT1
6	161129979	161274061	-	170.9837303	AGPAT4
6	160991727	161117385	+	270.8503338	MAP3K4
6	160702238	160753315	+	5.828371933	PLG
6	160531483	160664259	-	1.513130356	LPA
6	160453428	160520269	-	10.59191249	LPAL2
6	160348268	160452581	+	0	SLC22A3
6	160171061	160277638	-	0	SLC22A2
6	160121789	160158718	+	332.2172002	SLC22A1
6	160003291	160007664	-	3.026260713	AIRN
6	159969099	160113507	+	67895.03064	IGF2R
6	159906690	159916530	+	0.829335095	MAS1
6	159800249	159820704	+	4.235973512	PNLDC1
6	159789812	159798436	+	244.839269	MRPL18
6	159785594	159785733	-	0	SNORA29
6	159778498	159789749	-	1458.022083	TCP1
6	159760328	159779055	+	230.2206914	ACAT2
6	159725585	159756319	+	3698.101992	WTAP
6	159720415	159720540	-	1.457092983	RNU4ATAC18P
6	159712801	159713985	-	37.32007928	HNRNPH1P1
6	159669057	159745186	-	80936.72802	SOD2
6	159240786	159243329	+	0	FNDC1-IT1
6	159169397	159272109	+	0	FNDC1
6	159034468	159045152	-	2959.682977	TAGAP
6	158972871	159000187	-	125.384816	RSPH3
6	158926466	158926571	-	0	RNU6-293P
6	158869939	158919105	+	6.052521426	C6orf99
6	158841117	158857632	-	0	OSTCP1
6	158817979	158822252	+	0	EZR-AS1
6	158765741	158819412	-	3872.95315	EZR
6	158764661	158764753	-	0	MIR3918
6	158725747	158726803	-	19.07470719	AMZ2P2
6	158650014	158764876	+	9861.070533	SYTL3
6	158636474	158644739	-	2016.113616	DYNLT1
6	158609707	158609790	+	0	MIR7161
6	158609706	158621636	-	138.9399312	TATDN2P2
6	158536436	158635428	+	767.8426886	TMEM181
6	158515605	158516229	-	0	CACYBPP3
6	158437797	158438088	+	0	RN7SL173P
6	158237336	158242797	-	0	SRP72P2
6	158232236	158511828	+	239.7561008	TULP4
6	158168350	158199344	+	76.24752321	GTF2H5
6	158109515	158168280	-	211.4804493	SERAC1
6	158001107	158002383	+	0	SYNJ2-IT1
6	157981887	158099176	+	796.9910264	SYNJ2
6	157934168	157934257	+	0	RNU6-786P
6	157924402	157924676	+	0.71030776	HSPE1P26
6	157700387	157945077	+	806.1993076	SNX9
6	157529132	157529200	+	0	MIR3692
6	157381133	157678146	+	17.416037	ZDHHC14
6	157299045	157300126	-	0	LDHAL6FP
6	157289386	157323601	-	57.49895354	TMEM242
6	156779678	156779731	-	0	MIR4466
6	156776020	157210779	+	839.2855584	ARID1B
6	155946797	155946879	+	0	MIR1202
6	155654963	155655026	-	0	RNU7-152P
6	155395370	155455903	-	0	NOX3
6	155264013	155276548	+	2.13092328	CLDN20
6	155257509	155314493	-	51.44643212	TFB1M
6	154853360	154853436	+	0	MIR1273C
6	154845074	154845620	-	0	AL121952.1
6	154832697	155257723	+	438.8078034	TIAM2
6	154825176	154825279	-	0	RNU6-824P
6	154733325	154834244	+	1791.546342	SCAF8
6	154576309	154577079	+	0	RPS4XP8
6	154549517	154550242	+	0	AL357075.1
6	154387504	154510659	-	71.11712675	CNKSR3
6	154154496	154356792	-	408.5451962	IPCEF1
6	154010496	154246867	+	0.71030776	OPRM1
6	153938433	153938992	-	0	HMGB3P19
6	153681447	153681553	+	0	RNU6-896P
6	153668879	153669901	+	0	MTND4P13
6	153420438	153420572	+	0	RNA5SP225
6	153159220	153159345	-	0	RNA5SP224
6	153004459	153131249	-	49.93330176	RGS17
6	152987362	153002685	-	178.5493821	MTRF1L
6	152970519	152983579	-	25.57107936	FBXO5
6	152959359	152959605	-	0	AL080276.1
6	152898047	152899280	+	0	TUBB4BP7
6	152750798	152759765	+	1.694389405	VIP
6	152705735	152706128	+	0	HSPD1P16
6	152697895	152724567	+	7.464015856	MYCT1
6	152545930	152546984	+	0	NANOGP11
6	152410275	152410394	+	0	RNA5SP223
6	152380546	152381564	+	0	SYNE1-AS1
6	152121684	152637801	-	2461.10061	SYNE1
6	151656691	152129619	+	20.39930177	ESR1
6	151615773	151615879	-	0	RNU6-813P
6	151494030	151621193	+	131.642341	CCDC170
6	151452258	151470101	+	889.7206496	ARMT1
6	151411259	151413945	-	6.052521426	HSPA8P15
6	151404762	151452181	-	203.1480194	RMND1
6	151364117	151391548	-	975.9690799	ZBTB2
6	151319635	151319950	+	0	RN7SKP268
6	151298841	151298933	-	0	RNY4P20
6	151280515	151280612	-	0	RNU6-1247P
6	151239999	151358557	+	88.95544375	AKAP12
6	151201341	151201444	+	0	RNU6-300P
6	151099529	151099933	+	0	AL133260.1
6	150939222	150939328	+	0	RNU6-302P
6	150865549	151101887	+	122.5635589	MTHFD1L
6	150827663	150828384	+	2.914185967	PDCL3P5
6	150599883	150843665	+	68.09086604	PLEKHG1
6	150384307	150385120	-	0	SSR1P1
6	150368892	150405969	+	18.94220878	IYD
6	150326623	150326763	-	0	RNU4-7P
6	150143076	150250357	+	71.39755618	PPP1R14C
6	150063150	150069095	-	4.539391069	ULBP3
6	150042546	150043353	+	0	PHBP1
6	150032769	150033566	+	0	RAET1M
6	150018334	150025532	-	0	RAET1L
6	149998019	150005157	-	2.84123104	RAET1K
6	149977922	149978416	+	0	BTF3P10
6	149964007	149973710	+	1.65867019	ULBP1
6	149942000	149949235	+	2.541584107	ULBP2
6	149916878	149923121	-	0	RAET1G
6	149884431	149919508	+	0	RAET1E-AS1
6	149883375	149898102	-	1.513130356	RAET1E
6	149879962	149881572	+	0	CCT7P1
6	149818798	149864026	-	69.46996559	LRP11
6	149794763	149795746	+	0.829335095	BTBD10P2
6	149749443	149811420	+	455.4522373	PCMT1
6	149724315	149749665	-	132.5954615	NUP43
6	149717621	149718888	+	2.488005285	AL358852.1
6	149658153	149718256	-	431.8671181	LATS1
6	149594873	149648972	-	301.1129409	KATNA1
6	149592687	149601878	+	15.75736681	RPS18P9
6	149566294	149591748	+	493.6638932	GINM1
6	149516956	149517017	+	1.694389405	RNU7-3P
6	149504733	149546038	-	736.8944836	PPIL4
6	149446795	149485061	-	77.95749894	ZC3H12D
6	149400227	149401292	+	13.61817321	SUMO4
6	149304107	149304428	-	0	FABP12P1
6	149291352	149291646	+	0	RN7SL234P
6	149218641	149411613	+	6413.368765	TAB2
6	149112009	149112672	-	0	AL603766.1
6	148747328	149076990	+	26.26303577	UST
6	148567378	148567654	-	0	SNRPEP6
6	148478693	148480763	+	0	CYP51A1P3
6	148278672	148278778	+	0	RNU6-1222P
6	148272304	148552050	+	56.82662635	SASH1
6	147508927	147737547	+	0	SAMD5
6	147406889	147408281	+	8.293350951	YAP1P1
6	147204425	147390476	+	3896.248436	STXBP5
6	146841901	147204614	-	368.2247822	STXBP5-AS1
6	146802359	146803824	-	5.083168214	KATNBL1P6
6	146639700	146639769	+	0	RNU6-906P
6	146598965	146815462	+	2.13092328	ADGB
6	146543693	146554965	+	1156.931829	RAB32
6	146340420	146340524	+	0	RNA5SP222
6	146171315	146171847	+	0	FUNDC2P3
6	146027646	146437598	+	0	GRM1
6	145864245	145964423	-	142.2342535	SHPRH
6	145793502	145814753	-	573.2183623	FBXO30
6	145735570	145737218	+	11.36492416	AL023806.1
6	145463238	145463399	-	0	RNU1-33P
6	145382535	145736023	-	19.67069463	EPM2A
6	144285701	144853034	+	1849.641407	UTRN
6	144200447	144200965	-	2.541584107	TPT1P4
6	144150526	144188370	+	1030.65656	STX11
6	144136450	144136775	+	0	MRPL42P3
6	144094881	144095573	-	612.8177943	SF3B5
6	144004916	144008262	-	0	HYMAI
6	143940300	144064599	-	1372.58159	PLAGL1
6	143864436	143938356	+	0	ZC2HC1B
6	143843344	143863812	+	54.47269283	LTV1
6	143536845	143831185	+	174.16037	PHACTR2
6	143494811	143511690	-	212.7355756	FUCA2
6	143490424	143506406	+	19.67069463	VDAC1P8
6	143450807	143490010	+	33.04059339	PEX3
6	143449809	143449911	+	0	RNA5SP221
6	143436216	143436710	+	0	TUBB8P2
6	143422832	143450673	-	47.27210042	ADAT2
6	143386581	143387409	+	0	AL031320.1
6	143060496	143340304	+	198.2200767	AIG1
6	142966421	143038077	-	7.565651782	LINC01277
6	142751467	142956698	-	3161.891774	HIVEP2
6	142301854	142446266	+	89.27469103	ADGRG6
6	142147162	142224689	+	441.4991739	VTA1
6	142133090	142135151	+	0	GJE1
6	142058330	142088799	-	0	NMBR
6	141635650	141636503	-	0	RPS3AP23
6	141486141	141486412	-	0	RN7SKP106
6	140761529	140762262	+	0	RPS3AP24
6	140683814	140683883	+	0	MIR4465
6	140205252	140205326	+	0	MIR3668
6	140158591	140158694	-	0	RNA5SP220
6	139371807	139374620	-	764.1696215	CITED2
6	139240061	139292139	-	125.3099966	TXLNB
6	139135112	139180802	+	6326.850037	HECA
6	139028682	139043302	+	355.7847558	ABRACL
6	138903493	138988261	-	281.281873	REPS1
6	138795926	138904070	+	1.513130356	ECT2L
6	138773509	138793319	+	920.8827655	CCDC28A
6	138435213	138435294	-	0	MIR3145
6	138422043	138692571	-	30.26260713	NHSL1
6	138403531	138422197	+	1660.32886	HEBP2
6	138402585	138403560	-	0	MARCKSL1P2
6	138215986	138218491	-	0	PBOV1
6	138161921	138344663	+	113.6532527	ARFGEF3
6	138088505	138107511	-	593.1470997	PERP
6	137995270	137996147	+	0	RPSAP42
6	137867188	137883312	+	36733.56581	TNFAIP3
6	137823673	137868233	-	0	AL357060.1
6	137543897	137544372	-	0	BTF3L4P3
6	137492202	137494250	-	0	OLIG3
6	137197484	137219449	-	34763.88239	IFNGR1
6	137143820	137173648	-	0	IL22RA2
6	136999971	137045180	-	0	IL20RA
6	136982165	136993234	-	0	NHEG1
6	136973930	136974217	-	0	RPL35AP3
6	136922264	136925639	+	0	SLC35D3
6	136822564	136913937	+	16.02802282	PEX7
6	136630243	136630355	+	0	RNA5SP219
6	136557047	136792518	-	451.7557354	MAP3K5
6	136545192	136545492	+	0	RN7SKP299
6	136475862	136476150	-	0	NDUFS5P1
6	136342281	136550819	-	317.6462704	MAP7
6	136317961	136318236	+	0	AL023284.1
6	136256627	136289851	-	3421.254325	BCLAF1
6	136231024	136250335	-	24.88005285	MTFR2
6	136034553	136034886	-	0	COX5BP2
6	135851696	136195574	+	4.37127895	PDE7B
6	135636086	135636713	-	0	HMGB1P17
6	135619165	135620171	-	0	GAPDHP73
6	135497801	135716055	+	0.847194702	LINC00271
6	135283532	135497776	-	211.8382499	AHI1
6	135239160	135239256	+	0	MIR548A2
6	135195083	135195995	-	0	MYB-AS1
6	135181315	135219173	+	46.90704105	MYB
6	134960378	135103056	-	319.1033633	HBS1L
6	134917390	134950122	-	11.01353113	ALDH8A1
6	134706060	134707349	-	0	AL121970.1
6	134603564	134604698	-	0	FAM8A6P
6	134437716	134504581	+	16.09669935	LINC01010
6	134393142	134393900	-	0	CHCHD2P4
6	134296997	134298695	-	42.25569652	KRT8P42
6	134257035	134257143	+	0	RNA5SP218
6	134169246	134318112	-	25437.23442	SGK1
6	134133573	134133868	+	0	RN7SL408P
6	134115235	134115736	-	0	HMGA1P7
6	133988697	134052636	-	16.09669935	SLC2A12
6	133952170	133990432	+	272.3634642	TBPL1
6	133889138	133895553	+	0	TCF21
6	133821147	133851800	+	0	LINC01312
6	133676729	133677429	-	0	FTH1P26
6	133510386	133510693	-	0	HSPE1P21
6	133502252	133892802	-	0	TARID
6	133240598	133532120	+	0	EYA4
6	133150568	133150816	+	0	MTCYBP4
6	133088080	133106578	+	0	LINC00326
6	132997551	132998040	-	0	RPL23AP46
6	132868218	132868859	-	0	HMGB1P13
6	132816802	132816877	+	4.235973512	SNORD100
6	132815307	132815379	+	0.847194702	SNORD101
6	132814441	132817564	+	4403.209337	RPS12
6	132769370	132813339	-	30.26260713	SLC18B1
6	132764660	132765458	+	0.71030776	RBM11P1
6	132743870	132763459	-	13911.26689	VNN2
6	132722787	132734765	-	11089.86889	VNN3
6	132698783	132699667	+	0.829335095	CCNG1P1
6	132681590	132714049	-	1397.352171	VNN1
6	132674885	132675383	+	0	HLFP1
6	132644984	132646003	-	0	TAAR1
6	132617022	132624275	-	0	TAAR2
6	132594398	132595436	-	0	TAAR4P
6	132588673	132589686	-	0	TAAR5
6	132570322	132571359	+	0	TAAR6
6	132559024	132559265	+	0	TAAR7P
6	132552693	132553721	+	0	TAAR8
6	132538290	132539336	+	0	TAAR9
6	132518830	132519295	-	0	RPL21P66
6	132445867	132513198	-	5306.732645	STX7
6	132296055	132401545	-	0.847194702	MOXD1
6	132271982	132273332	+	0	EEF1A1P36
6	132131915	132169374	+	0	LINC01013
6	132115192	132115263	-	0	MIR548AJ1
6	131948176	131951373	-	16.02802282	CTGF
6	131820334	131820653	+	0	RN7SKP245
6	131808016	131895155	+	0	ENPP1
6	131792172	131792231	+	0	MIR548H5
6	131708684	131711017	-	0	CTAGE9
6	131699644	131701401	-	0	OR2A4
6	131642818	131642966	-	0	RNU4-18P
6	131628442	131747418	+	4.235973512	ENPP3
6	131573966	131628229	-	1119.047411	MED23
6	131573144	131584332	+	87.08018499	ARG1
